Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2018	non-membrane spanning protein tyrosine kinase activity (GO:0004715)	9/43	3.2092973195071267e-10	8.139945019477166e-09	0	0	27.686274509803926	605.2163936376971	SYK;SRC;PEAK1;ABL1;PTK2B;CSK;FYN;GRB2;PTK2
GO_Molecular_Function_2018	protein phosphorylated amino acid binding (GO:0045309)	8/34	1.1660054565297054e-09	2.7109626864315654e-08	0	0	32.02591093117409	658.7628058349147	SYK;SHC1;ABL1;NCK2;GRB2;CRK;VAV1;VAV2
GO_Molecular_Function_2018	protein binding involved in cell-matrix adhesion (GO:0098634)	5/7	1.8681520410315207e-09	4.0093416880599553e-08	0	0	256.47668393782385	5154.749468123424	ITGB1;ITGA10;ITGA2;ITGA1;ITGA11
GO_Molecular_Function_2018	SH2 domain binding (GO:0042169)	7/26	4.700407744156067e-09	9.367241147282443e-08	0	0	38.15954808487187	731.732862862111	SRC;DLC1;INPPL1;ABL1;ARHGAP5;CRK;PTK2
GO_Molecular_Function_2018	protein tyrosine phosphatase activity (GO:0004725)	9/62	9.818622168150511e-09	1.826263723275996e-07	0	0	17.743935309973047	327.18015761006825	PTPN1;PTPRA;PTPRO;PTEN;PTPN11;PTPN6;PTPN12;PTPRF;PTPN2
GO_Molecular_Function_2018	GTPase regulator activity (GO:0030695)	16/275	1.6134334744540106e-08	2.8134246210791807e-07	0	0	6.633459204887776	119.0196228383112	VAV3;NRP1;GIT2;STARD13;ASAP3;AGAP2;THY1;ASAP2;ARHGAP26;ARHGAP5;ARHGAP24;ARHGAP32;DLC1;ITGB1BP1;SOS1;GIT1
GO_Molecular_Function_2018	vinculin binding (GO:0017166)	5/10	2.1882461033436598e-08	3.591298016664005e-07	0	0	102.57512953367876	1809.1770928614665	SYNM;ACTN1;PXN;TLN1;SORBS3
GO_Molecular_Function_2018	GTPase activator activity (GO:0005096)	15/249	2.9045511938075887e-08	4.5020543504017627e-07	0	0	6.854420624912428	118.95437004199935	VAV3;NRP1;GIT2;STARD13;ASAP3;AGAP2;THY1;ASAP2;ARHGAP26;ARHGAP5;ARHGAP24;ARHGAP32;DLC1;SOS1;GIT1
GO_Molecular_Function_2018	insulin-like growth factor I binding (GO:0031994)	5/13	1.0908748547037225e-07	1.567755632420687e-06	0	0	64.09974093264249	1027.5903605165556	ITGB4;INSR;ITGB3;ITGAV;ITGA6
GO_Molecular_Function_2018	phosphoprotein phosphatase activity (GO:0004721)	11/136	1.1238391630255823e-07	1.567755632420687e-06	0	0	9.259764705882352	148.1686897065307	PTPN1;PTPRA;PTPRO;PTEN;PTPN11;PTPN6;PTPN12;PTPRF;PPM1F;PTPN2;SSH1
GO_Molecular_Function_2018	insulin-like growth factor binding (GO:0005520)	5/14	1.683298648511004e-07	2.2363824901646197e-06	0	0	56.97466896948762	888.6533004765078	ITGB4;INSR;ITGB3;ITGAV;ITGA6
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate kinase activity (GO:0052813)	8/71	4.996837587712733e-07	6.336898577144782e-06	0	0	13.192314118629909	191.411116873356	PIK3CA;SRC;GAB1;FYN;PTPN11;GRB2;PIP5K1C;VAV1
GO_Molecular_Function_2018	actin filament binding (GO:0051015)	10/127	5.518614743541474e-07	6.6943196236872674e-06	0	0	8.949354428077832	128.95991785981965	MACF1;MYOM1;SVIL;ARPC2;ACTN1;CFL1;MYH9;EZR;CORO2A;CORO1B
GO_Molecular_Function_2018	cytoskeletal adaptor activity (GO:0008093)	4/9	1.1294153934532206e-06	1.312945394889369e-05	0	0	81.63711340206186	1117.9231533506518	SDCBP;ABI2;NCK2;SORBS2
GO_Molecular_Function_2018	protein tyrosine kinase activity (GO:0004713)	10/147	2.1118671207803446e-06	2.3568437067908645e-05	0	0	7.635114148159651	99.77519915396499	SYK;PEAK1;SRC;INSR;ABL1;PTK2B;GRB2;CSK;FYN;PTK2
GO_Molecular_Function_2018	protein kinase activity (GO:0004672)	18/513	3.7335450908578337e-06	4.0063810782666746e-05	0	0	3.900404040404041	48.7478439203051	SYK;PDPK1;SRC;INSR;LIMK1;TESK1;ILK;PRKCA;PTK2;MAPK8;PEAK1;ABL1;AKT1;PTK2B;MAPK1;CSK;FYN;RAC1
GO_Molecular_Function_2018	kinase activity (GO:0016301)	13/280	4.6292339636145115e-06	4.783541762401663e-05	0	0	5.141309849175019	63.15132148596469	SYK;PDPK1;SRC;LIMK1;PRKCA;PTK2;MAPK8;PIK3CA;PEAK1;ABL1;AKT1;MAPK1;CSK
GO_Molecular_Function_2018	phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	7/68	4.8760222372727654e-06	4.858607872139648e-05	0	0	11.860526993391126	145.06824987101945	PIK3CA;SRC;GAB1;FYN;PTPN11;GRB2;VAV1
GO_Molecular_Function_2018	protein tyrosine kinase binding (GO:1990782)	6/48	7.576176351006247e-06	7.288804144588768e-05	0	0	14.702380952380953	173.34845091765342	PTPN1;CEACAM1;SHC1;CBL;CRK;PTPN2
GO_Molecular_Function_2018	phosphatidylinositol 3-kinase activity (GO:0035004)	7/76	1.0286135113750025e-05	9.566105655787525e-05	0	0	10.481144244631613	120.3729406360067	PIK3CA;SRC;GAB1;FYN;PTPN11;GRB2;VAV1
GO_Molecular_Function_2018	transmembrane receptor protein tyrosine phosphatase activity (GO:0005001)	4/15	1.167798240659697e-05	0.00010181740910751732	0	0	37.096532333645726	421.3351928359692	PTPRA;PTPRO;PTPN6;PTPRF
GO_Molecular_Function_2018	transmembrane receptor protein phosphatase activity (GO:0019198)	4/15	1.167798240659697e-05	0.00010181740910751732	0	0	37.096532333645726	421.3351928359692	PTPRA;PTPRO;PTPN6;PTPRF
GO_Molecular_Function_2018	neurotrophin TRKA receptor binding (GO:0005168)	3/6	1.8698571000277076e-05	0.000158087918456888	0	0	101.53333333333332	1105.3998427084339	SHC1;GRB2;PLCG1
GO_Molecular_Function_2018	chemokine binding (GO:0019956)	4/17	2.004791091349473e-05	0.00016451079837838322	0	0	31.38620142743854	339.51664346912577	ITGB1;ITGA4;ITGB3;ITGAV
GO_Molecular_Function_2018	growth factor receptor binding (GO:0070851)	7/92	3.6075450769441165e-05	0.0002874361946337409	0	0	8.501324299353247	86.96768009059815	SDCBP;SHC1;SRC;ITGB3;TRIP6;FYN;GRB2
GO_Molecular_Function_2018	small GTPase binding (GO:0031267)	6/63	3.708854124306334e-05	0.0002874361946337409	0	0	10.825109649122805	110.43996069724878	GIT2;AGAP2;ASAP3;CIB1;ASAP2;GIT1
GO_Molecular_Function_2018	neurotrophin TRK receptor binding (GO:0005167)	3/8	5.159468944018158e-05	0.00038905184740028814	0	0	60.91384615384615	601.3470816456503	SHC1;GRB2;PLCG1
GO_Molecular_Function_2018	inositol tetrakisphosphate phosphatase activity (GO:0052743)	3/9	7.682757782274273e-05	0.0005640761634880321	0	0	50.75897435897436	480.88782757402635	INPP5D;PTEN;INPPL1
GO_Molecular_Function_2018	collagen binding (GO:0005518)	5/52	0.00016105237317310346	0.0011521439003922018	0	0	10.88909712269871	95.10298897662487	ITGB1;ITGA2;ITGA10;ITGA1;ITGA11
GO_Molecular_Function_2018	phosphatidylinositol phosphate kinase activity (GO:0016307)	3/15	0.00039829204863249285	0.0027780870392116377	0	0	25.371794871794872	198.6186568823224	PIK3CA;ZFYVE21;PIP5K1C
GO_Molecular_Function_2018	receptor tyrosine kinase binding (GO:0030971)	4/39	0.0005844016218584863	0.003976781768256528	0	0	11.64477172312224	86.69441838396985	PTPN1;SHC1;CBL;PTPN2
GO_Molecular_Function_2018	GTP binding (GO:0005525)	7/147	0.0006642234605505261	0.004412341559371352	0	0	5.147120418848168	37.660923845783365	TUBA1B;INSR;RHOU;RAC1;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	insulin receptor binding (GO:0005158)	3/19	0.0008238410456378522	0.005345387249603738	0	0	19.025	135.10666442022466	SHC1;PTPN11;SORBS1
GO_Molecular_Function_2018	1-phosphatidylinositol-3-kinase activity (GO:0016303)	4/43	0.0008502220400736014	0.005391180663193974	0	0	10.44832143801216	73.86976859320099	PIK3CA;GAB1;PTPN11;GRB2
GO_Molecular_Function_2018	GTPase binding (GO:0051020)	5/76	0.0009453047364839312	0.005860889366200374	0	0	7.199518353645187	50.13746892512261	GIT2;AGAP2;ASAP3;ASAP2;GIT1
GO_Molecular_Function_2018	phosphotransferase activity, alcohol group as acceptor (GO:0016773)	9/254	0.0009988557318427163	0.006058277156176476	0	0	3.8011661807580177	26.26187779526848	SYK;PIK3CA;PEAK1;SRC;LIMK1;ABL1;AKT1;PRKCA;PTK2
GO_Molecular_Function_2018	purine ribonucleoside binding (GO:0032550)	7/159	0.0010534866649858836	0.0062536761602353524	0	0	4.737875447781757	32.48121573124476	TUBA1B;INSR;RHOU;RAC1;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	protein serine/threonine kinase activity (GO:0004674)	11/368	0.0011446975304508689	0.006536270884801936	0	0	3.203987477343879	21.69937314398341	MAPK8;SYK;PDPK1;LIMK1;TESK1;AKT1;ILK;PTK2B;MAPK1;PRKCA;RAC1
GO_Molecular_Function_2018	protease binding (GO:0002020)	6/118	0.0011479472163272214	0.006536270884801936	0	0	5.493861607142856	37.192234216273	ITGB1;PRNP;ITGA3;ITGB3;PTEN;ITGAV
GO_Molecular_Function_2018	amyloid-beta binding (GO:0001540)	4/49	0.0013938389513098795	0.0076454251524872814	0	0	9.0524627720504	59.52622063835553	PRNP;ITGA2;INSR;ITGB2
GO_Molecular_Function_2018	G-protein coupled glutamate receptor binding (GO:0035256)	2/6	0.001424953791861429	0.0076454251524872814	0	0	50.505102040816325	330.9910393896135	PRNP;FYN
GO_Molecular_Function_2018	JUN kinase binding (GO:0008432)	2/6	0.001424953791861429	0.0076454251524872814	0	0	50.505102040816325	330.9910393896135	MAPK8IP3;PTK2
GO_Molecular_Function_2018	guanyl ribonucleotide binding (GO:0032561)	7/170	0.0015502013161857054	0.008160493721053055	0	0	4.415668261972828	28.566593881731464	TUBA1B;INSR;RHOU;RAC1;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	phosphatidylinositol kinase activity (GO:0052742)	4/51	0.0016189064569619275	0.008364350027636627	0	0	8.66637420486949	55.690158635934715	PIK3CA;GAB1;PTPN11;GRB2
GO_Molecular_Function_2018	inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity (GO:0052659)	2/7	0.0019819452689040697	0.010053867818622464	0	0	40.40204081632653	251.4492302647478	INPP5D;INPPL1
GO_Molecular_Function_2018	purine ribonucleoside triphosphate binding (GO:0035639)	11/396	0.0020427817629977345	0.010177430569220856	0	0	2.966692131398014	18.37403799338675	TUBA1B;INSR;ABL1;AKT1;MYH9;RHOU;RAC1;HSPA2;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	RNA binding (GO:0003723)	25/1387	0.002670534807633955	0.013071565111050409	0	0	1.9564903703326455	11.593137759118356	MACF1;ARF1;TES;LRP1;HSPB1;TUBA1B;RAVER1;CSRP1;SLC16A3;TNS1;PTPN1;ACTN1;RDX;SORBS2;NUDT16L1;KTN1;TRIP6;MYH9;GRB2;VIM;PABPC1;CALR;PFN1;EZR;PLEC
GO_Molecular_Function_2018	ATPase binding (GO:0051117)	4/63	0.003519614594362348	0.016930559859087844	0	0	6.899528219465315	38.97822084193308	PDE4D;CAV1;RDX;EZR
GO_Molecular_Function_2018	phosphatase activity (GO:0016791)	5/104	0.0037681299884365412	0.017818784182606698	0	0	5.155963782906788	28.77634351264471	PTPRO;PTEN;PTPN11;PTPN12;SSH1
GO_Molecular_Function_2018	filamin binding (GO:0031005)	2/10	0.004164723228388281	0.01936596301200551	0	0	25.24744897959184	138.38393038592545	CEACAM1;FBLIM1
GO_Molecular_Function_2018	intermediate filament binding (GO:0019215)	2/11	0.005057172586999214	0.022757276641496463	0	0	22.441043083900226	118.64462177173134	SYNM;VIM
GO_Molecular_Function_2018	nitric-oxide synthase binding (GO:0050998)	2/11	0.005057172586999214	0.022757276641496463	0	0	22.441043083900226	118.64462177173134	CAV1;DNM2
GO_Molecular_Function_2018	transition metal ion binding (GO:0046914)	10/399	0.006586494175866696	0.02916875992169537	0	0	2.6545151233386206	13.332923532196007	PTPN1;PRNP;TES;CSRP1;PPM1M;ABL1;ARHGEF2;CALR;RNF5;LIMS1
GO_Molecular_Function_2018	protein kinase A catalytic subunit binding (GO:0034236)	2/13	0.007079282767531099	0.03038645987909502	0	0	18.35899814471243	90.88773824524405	CSK;EZR
GO_Molecular_Function_2018	phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595)	2/13	0.007079282767531099	0.03038645987909502	0	0	18.35899814471243	90.88773824524405	INPP5D;INPPL1
GO_Molecular_Function_2018	protein kinase C binding (GO:0005080)	3/40	0.007213472433387994	0.030493315286594706	0	0	8.218295218295218	40.531028052911616	ABL1;HSPB1;ITGAV
GO_Molecular_Function_2018	MAP kinase activity (GO:0004707)	2/14	0.008205672711332105	0.033667392447965544	0	0	16.82823129251701	80.82480968270535	MAPK8;MAPK1
GO_Molecular_Function_2018	Rac guanyl-nucleotide exchange factor activity (GO:0030676)	2/14	0.008205672711332105	0.033667392447965544	0	0	16.82823129251701	80.82480968270535	TIAM1;ARHGEF2
GO_Molecular_Function_2018	Rac GTPase binding (GO:0048365)	3/43	0.00881749156317996	0.03565333545111897	0	0	7.600769230769231	35.959374924879896	ABI2;CAV1;ARHGEF2
GO_Molecular_Function_2018	insulin-like growth factor receptor binding (GO:0005159)	2/15	0.009406812534850765	0.0374928671031909	0	0	15.532967032967033	72.48181203601595	SHC1;INSR
GO_Molecular_Function_2018	muscle alpha-actinin binding (GO:0051371)	2/16	0.010681127169161182	0.04197231662247845	0	0	14.42274052478134	65.46881305511043	MYOM1;PALLD
GO_Molecular_Function_2018	phosphatidylinositol bisphosphate binding (GO:1902936)	4/87	0.010953330239264649	0.042444154677150514	0	0	4.898521922742517	22.112475307943807	SDCBP;AKT1;PFN1;SLC9A1
GO_Molecular_Function_2018	microtubule binding (GO:0008017)	6/195	0.013220052088077418	0.049910721181238835	0	0	3.242890211640212	14.028809549299742	MACF1;PRNP;ARHGEF2;EZR;NDEL1;DNM2
GO_Molecular_Function_2018	protein phosphatase binding (GO:0019903)	4/92	0.013237969058823202	0.049910721181238835	0	0	4.6190253045923155	19.975742309575832	CEACAM1;ITGA1;STAT3;SLC9A1
GO_Molecular_Function_2018	neuropilin binding (GO:0038191)	2/19	0.014927721127124476	0.05480044992720695	0	0	11.875750300120046	49.93201154377871	PXN;ABL1
GO_Molecular_Function_2018	transforming growth factor beta binding (GO:0050431)	2/19	0.014927721127124476	0.05480044992720695	0	0	11.875750300120046	49.93201154377871	ITGAV;ENG
GO_Molecular_Function_2018	calcium-dependent cysteine-type endopeptidase activity (GO:0004198)	2/21	0.018096828669303136	0.06557162595760488	0	0	10.624597207303974	42.626081270062826	CAPN2;CAPN1
GO_Molecular_Function_2018	phosphatase binding (GO:0019902)	4/102	0.01866645793108286	0.0667684841381041	0	0	4.1455922575215665	16.503714953773493	CEACAM1;ITGA1;STAT3;MAPK1
GO_Molecular_Function_2018	fibroblast growth factor binding (GO:0017134)	2/22	0.01977841494840752	0.0698503515266544	0	0	10.092857142857145	39.595934708889004	ITGB3;ITGAV
GO_Molecular_Function_2018	double-stranded RNA binding (GO:0003725)	3/59	0.02070816364581049	0.07221972071476407	0	0	5.424725274725275	21.032892807745707	TUBA1B;ACTN1;VIM
GO_Molecular_Function_2018	disordered domain specific binding (GO:0097718)	2/23	0.0215227938545348	0.07363864061740821	0	0	9.61175898931001	36.89610872992742	FYN;HSPA2
GO_Molecular_Function_2018	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	3/60	0.021642897959238256	0.07363864061740821	0	0	5.329284750337382	20.427563690905835	SDCBP;PFN1;SLC9A1
GO_Molecular_Function_2018	protein serine/threonine phosphatase activity (GO:0004722)	3/61	0.022600408305363247	0.0759700471951367	0	0	5.2371352785145895	19.847628799671078	PPM1M;PTEN;PPM1F
GO_Molecular_Function_2018	GTPase activity (GO:0003924)	6/222	0.023419160113915302	0.07778506752121869	0	0	2.833622685185185	10.637988504503264	ARF1;RHOU;RAC1;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	actin monomer binding (GO:0003785)	2/25	0.02519437140945269	0.08173522817717792	0	0	8.775066548358474	32.30220166920191	ABL1;PFN1
GO_Molecular_Function_2018	epidermal growth factor receptor binding (GO:0005154)	2/25	0.02519437140945269	0.08173522817717792	0	0	8.775066548358474	32.30220166920191	SHC1;GRB2
GO_Molecular_Function_2018	nucleoside-triphosphatase activity (GO:0017111)	9/424	0.02574048660242719	0.08254707772502512	0	0	2.2245553643144005	8.14118340489604	MACF1;ARF1;MYH9;RHOU;RAC1;HSPA2;HRAS;RHOA;DNM2
GO_Molecular_Function_2018	zinc ion binding (GO:0008270)	7/302	0.03112859706262058	0.09761393445125598	0	0	2.4234448486999733	8.408452982240956	PTPN1;TES;CSRP1;ARHGEF2;CALR;RNF5;LIMS1
GO_Molecular_Function_2018	kinesin binding (GO:0019894)	2/28	0.031138495219217858	0.09761393445125598	0	0	7.76138147566719	26.92664175772141	MAPK8IP3;KTN1
GO_Molecular_Function_2018	protein homodimerization activity (GO:0042803)	12/664	0.03308014785262278	0.10188427318188943	0	0	1.894913912527212	6.45942411808746	KCNH2;MYOM1;CEACAM1;ACTN1;RDX;PTPRO;STAT3;AKT1;CIB2;MYH9;HSPB1;PVR
GO_Molecular_Function_2018	alpha-actinin binding (GO:0051393)	2/29	0.03323107118118974	0.10188427318188943	0	0	7.473544973544973	25.441964661375266	MYOM1;PALLD
GO_Molecular_Function_2018	Rho GTPase binding (GO:0017048)	3/72	0.03463124339497412	0.1050230098608454	0	0	4.399777034559643	14.796445838164995	ABI2;CAV1;ARHGEF2
GO_Molecular_Function_2018	protein serine/threonine kinase inhibitor activity (GO:0030291)	2/30	0.03537711180032136	0.10613133540096407	0	0	7.206268221574343	24.081116091085143	HSPB1;CIB1
GO_Molecular_Function_2018	monocarboxylic acid transmembrane transporter activity (GO:0008028)	2/32	0.03982459803802298	0.1182027963043448	0	0	6.725170068027212	21.67704239834493	CEACAM1;SLC16A3
GO_Molecular_Function_2018	phosphoric diester hydrolase activity (GO:0008081)	2/33	0.04212359724194655	0.12371035400529565	0	0	6.507899934167216	20.611476994235183	PLCG1;PLD1
GO_Molecular_Function_2018	cysteine-type endopeptidase activity (GO:0004197)	3/81	0.04648439109138168	0.13480052769610054	0	0	3.890335305719921	11.93803346808487	CASP8;CAPN2;CAPN1
GO_Molecular_Function_2018	manganese ion binding (GO:0030145)	2/35	0.04686613328502421	0.13480052769610054	0	0	6.112863327149041	18.70817350974744	PPM1M;ABL1
GO_Molecular_Function_2018	patched binding (GO:0005113)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	CAV1
GO_Molecular_Function_2018	vascular endothelial growth factor receptor 2 binding (GO:0043184)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	ITGB3
GO_Molecular_Function_2018	protein phosphatase 2B binding (GO:0030346)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	SLC9A1
GO_Molecular_Function_2018	cuprous ion binding (GO:1903136)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	PRNP
GO_Molecular_Function_2018	long-chain fatty acid binding (GO:0036041)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	FABP3
GO_Molecular_Function_2018	interleukin-1 binding (GO:0019966)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	HAX1
GO_Molecular_Function_2018	C3HC4-type RING finger domain binding (GO:0055131)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	KCNH2
GO_Molecular_Function_2018	clathrin heavy chain binding (GO:0032050)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	LRP1
GO_Molecular_Function_2018	1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0016308)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	PIP5K1C
GO_Molecular_Function_2018	phospholipase activator activity (GO:0016004)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	PDPK1
GO_Molecular_Function_2018	solute:proton antiporter activity (GO:0015299)	1/6	0.05795592592668016	0.14971947531059046	0	0	20.098477157360406	57.241919181742155	SLC9A1
GO_Molecular_Function_2018	adenyl ribonucleotide binding (GO:0032559)	6/279	0.059586978804845564	0.15252079895919185	0	0	2.2354624542124544	6.304715456676687	INSR;PDE4D;ABL1;AKT1;MYH9;HSPA2
GO_Molecular_Function_2018	ubiquitin protein ligase binding (GO:0031625)	6/284	0.06379449811182895	0.15262193982781752	0	0	2.1946942446043165	6.039992415951551	KCNH2;TUBA1B;CASP8;ABI2;CALR;VCL
GO_Molecular_Function_2018	androgen receptor binding (GO:0050681)	2/42	0.06486293104564635	0.15262193982781752	0	0	5.0413265306122454	13.79044280007415	FHL2;CALR
GO_Molecular_Function_2018	calcium channel activity (GO:0005262)	3/93	0.06497233529082283	0.15262193982781752	0	0	3.3695726495726497	9.211716516794468	ITGAV;TRPM7;PKD1
GO_Molecular_Function_2018	type II transforming growth factor beta receptor binding (GO:0005114)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	ENG
GO_Molecular_Function_2018	histone threonine kinase activity (GO:0035184)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PRKCA
GO_Molecular_Function_2018	insulin-like growth factor II binding (GO:0031995)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	INSR
GO_Molecular_Function_2018	calcium-dependent protein serine/threonine phosphatase activity (GO:0004723)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PPM1F
GO_Molecular_Function_2018	lipase activator activity (GO:0060229)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PDPK1
GO_Molecular_Function_2018	phospholipase binding (GO:0043274)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PDPK1
GO_Molecular_Function_2018	1-phosphatidylinositol-4-phosphate 3-kinase activity (GO:0035005)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PIK3CA
GO_Molecular_Function_2018	vascular endothelial growth factor-activated receptor activity (GO:0005021)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	NRP1
GO_Molecular_Function_2018	Arp2/3 complex binding (GO:0071933)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	CORO1B
GO_Molecular_Function_2018	NMDA glutamate receptor activity (GO:0004972)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	PTK2B
GO_Molecular_Function_2018	GPI anchor binding (GO:0034235)	1/7	0.06728494121441418	0.15262193982781752	0	0	16.747884940778338	45.19950713147254	THY1
GO_Molecular_Function_2018	ubiquitin-like protein ligase binding (GO:0044389)	6/297	0.07553475531169662	0.16550114579857333	0	0	2.0952534364261166	5.412379881606888	KCNH2;TUBA1B;CASP8;ABI2;CALR;VCL
GO_Molecular_Function_2018	type I transforming growth factor beta receptor binding (GO:0034713)	1/8	0.07652203515417907	0.16550114579857333	0	0	14.354604786076868	36.89386843909958	ENG
GO_Molecular_Function_2018	CTD phosphatase activity (GO:0008420)	1/8	0.07652203515417907	0.16550114579857333	0	0	14.354604786076868	36.89386843909958	PPM1M
GO_Molecular_Function_2018	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	1/8	0.07652203515417907	0.16550114579857333	0	0	14.354604786076868	36.89386843909958	KCNH2
GO_Molecular_Function_2018	tau protein binding (GO:0048156)	1/8	0.07652203515417907	0.16550114579857333	0	0	14.354604786076868	36.89386843909958	FYN
GO_Molecular_Function_2018	GDP-dissociation inhibitor activity (GO:0005092)	1/8	0.07652203515417907	0.16550114579857333	0	0	14.354604786076868	36.89386843909958	ITGB1BP1
